SampleID,TM_BAM
KZAI48_spike_in__05_from_pool_CRC_label_CRC_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/KZAI48_spike_in__05_from_pool_CRC_label_CRC_replicate_0.sorted.bam
KZBD24_spike_in__05_from_pool_CRC_label_CRC_replicate_1,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/KZBD24_spike_in__05_from_pool_CRC_label_CRC_replicate_1.sorted.bam
KZAT70_spike_in__05_from_pool_CRC_label_CRC_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/KZAT70_spike_in__05_from_pool_CRC_label_CRC_replicate_2.sorted.bam
K1AA51R2_spike_in__05_from_ZNC06S_label_CRC_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K1AA51R2_spike_in__05_from_ZNC06S_label_CRC_replicate_0.sorted.bam
K4AA54_spike_in__05_from_pool_CRC_label_CRC_replicate_1,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K4AA54_spike_in__05_from_pool_CRC_label_CRC_replicate_1.sorted.bam
K0AC37_spike_in__05_from_pool_CRC_label_CRC_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0AC37_spike_in__05_from_pool_CRC_label_CRC_replicate_0.sorted.bam
K0522_spike_in__05_from_pool_CRC_label_CRC_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0522_spike_in__05_from_pool_CRC_label_CRC_replicate_2.sorted.bam
K2AD66_spike_in__05_from_pool_CRC_label_CRC_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K2AD66_spike_in__05_from_pool_CRC_label_CRC_replicate_2.sorted.bam
K0427_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0427_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0393_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0393_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0838_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0838_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0173_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0173_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0776_spike_in__05_from_ZMG066S_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0776_spike_in__05_from_ZMG066S_label_Gastric_replicate_2.sorted.bam
K0516_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0516_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0436_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0436_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1.sorted.bam
K0285_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0285_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1.sorted.bam
K0833_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0833_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1.sorted.bam
K0776_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0776_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0569_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0569_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0672_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0672_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0923_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0923_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0793_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0793_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0599_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0599_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0436_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0436_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0756_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0756_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0642_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0642_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1.sorted.bam
K0825_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0825_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0259_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0259_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0186_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0186_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0285_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0285_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0406_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0406_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1.sorted.bam
K0446_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0446_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0522_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0522_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0840_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0840_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0793_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0793_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0776_spike_in__05_from_ZMG066S_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0776_spike_in__05_from_ZMG066S_label_Gastric_replicate_0.sorted.bam
K0432_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0432_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0446_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0446_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0925_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0925_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0456_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0456_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0933_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0933_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1.sorted.bam
K0599_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0599_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1.sorted.bam
K0259_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0259_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0194R1_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0194R1_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0186_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0186_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1.sorted.bam
K0776_spike_in__05_from_ZMG053S_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0776_spike_in__05_from_ZMG053S_label_Gastric_replicate_0.sorted.bam
K0677_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0677_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1.sorted.bam
K0450_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0450_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0665_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0665_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0313_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0313_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0456_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0456_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1.sorted.bam
K0756_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0756_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1.sorted.bam
K0840_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0840_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0833_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0833_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0393_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0393_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1.sorted.bam
K0825_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0825_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1.sorted.bam
K0516_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0516_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0704_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0704_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1.sorted.bam
K0450_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0450_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1.sorted.bam
K0435_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0435_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0665_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0665_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0164_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0164_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0794_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0794_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0779_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0779_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0698_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0698_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0872_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0872_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0408_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0408_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1.sorted.bam
K0704_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0704_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0491_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0491_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0953_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0953_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1.sorted.bam
K0853_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0853_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0406_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0406_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0702_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0702_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0197_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0197_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0430_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0430_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0194R1_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0194R1_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0833_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0833_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0408_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0408_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0872_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0872_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0947_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0947_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0461_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0461_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0272_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0272_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1.sorted.bam
K0665_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0665_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1.sorted.bam
K0923_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0923_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0408_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0408_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0925_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0925_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0677_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0677_spike_in__05_from_pool_Gastric_label_Gastric_replicate_0.sorted.bam
K0756_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0756_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0771_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0771_spike_in__05_from_pool_Gastric_label_Gastric_replicate_2.sorted.bam
K0435_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1,/mnt/DATASM14/hieunho/hieu_pipeline/Spike_in/output/071024_spike_in_TMD_samples_use_tissue_highdepth_bosung/01_Subsampling_merge_sort_index/K0435_spike_in__05_from_pool_Gastric_label_Gastric_replicate_1.sorted.bam
