,SampleID,Spike_in_label,Spike_in_ratio,ichorCNA
6587,KZBB25_spike_in__005_from_ZNC06S_label_CRC_replicate_0,CRC,5.0,0.03636
6588,KZAF86_spike_in__005_from_ZMC068SR1_label_CRC_replicate_1,CRC,5.0,0.03947
6589,KZAF86_spike_in__005_from_ZMC063SR1_label_CRC_replicate_1,CRC,5.0,0.03283
6590,KABQ47_spike_in__005_from_ZNC06S_label_CRC_replicate_1,CRC,5.0,0.04419
6591,K0AQ91_spike_in__005_from_pool_CRC_label_CRC_replicate_1,CRC,5.0,0.02751
6592,K0AH16_spike_in__005_from_ZNC06S_label_CRC_replicate_1,CRC,5.0,0.04158
6593,KABQ47_spike_in__005_from_ZMC068SR1_label_CRC_replicate_0,CRC,5.0,0.04805
6594,KZAT70_spike_in__005_from_pool_CRC_label_CRC_replicate_0,CRC,5.0,0.03742
6595,KZAV93_spike_in__005_from_ZMC061SR1_label_CRC_replicate_1,CRC,5.0,0.03409
6596,KABK18_spike_in__005_from_ZNC06S_label_CRC_replicate_0,CRC,5.0,0.04836
6597,K0AAAH53R1_spike_in__005_from_ZMC063SR1_label_CRC_replicate_1,CRC,5.0,0.02401
6598,K4AB26_spike_in__005_from_ZMC061SR1_label_CRC_replicate_2,CRC,5.0,0.03254
6599,K0958R1_spike_in__005_from_ZMC063SR1_label_CRC_replicate_0,CRC,5.0,0.04362
6600,K0AAAI18_spike_in__005_from_ZNC06S_label_CRC_replicate_1,CRC,5.0,0.04063
6601,K0AQ91_spike_in__005_from_ZMC068SR1_label_CRC_replicate_0,CRC,5.0,0.02975
6602,K4AA54_spike_in__005_from_ZMC061SR1_label_CRC_replicate_2,CRC,5.0,0.02931
6603,K4AD78_spike_in__005_from_pool_CRC_label_CRC_replicate_1,CRC,5.0,0.03564
6604,KZAW95_spike_in__005_from_ZMC068SR1_label_CRC_replicate_1,CRC,5.0,0.0445
6605,K2523_spike_in__005_from_ZMC068SR1_label_CRC_replicate_2,CRC,5.0,0.03192
6606,K4AH88_spike_in__005_from_pool_CRC_label_CRC_replicate_2,CRC,5.0,0.02526
6607,K0AE35_spike_in__005_from_ZMC061SR1_label_CRC_replicate_0,CRC,5.0,0.04107
6608,K0AC37_spike_in__005_from_ZNC06S_label_CRC_replicate_2,CRC,5.0,0.04422
6609,KZAW95_spike_in__005_from_pool_CRC_label_CRC_replicate_1,CRC,5.0,0.0323
6610,K0AR78_spike_in__005_from_ZMC063SR1_label_CRC_replicate_0,CRC,5.0,0.02534
6611,KZBB25_spike_in__005_from_ZMC061SR1_label_CRC_replicate_1,CRC,5.0,0.03708
6612,KZAP65_spike_in__005_from_ZMC063SR1_label_CRC_replicate_2,CRC,5.0,0.03237
6613,K2AD66_spike_in__005_from_ZMC061SR1_label_CRC_replicate_0,CRC,5.0,0.03265
6614,K0723R1_spike_in__005_from_ZMC063SR1_label_CRC_replicate_0,CRC,5.0,0.04463
6615,K4AD78_spike_in__005_from_ZNC06S_label_CRC_replicate_1,CRC,5.0,0.03773
6616,K2194_spike_in__005_from_ZMC063SR1_label_CRC_replicate_0,CRC,5.0,0.0372
6617,K0AC37_spike_in__005_from_ZMC068SR1_label_CRC_replicate_0,CRC,5.0,0.04801
6618,K2AA61_spike_in__005_from_ZMC061SR1_label_CRC_replicate_1,CRC,5.0,0.02963
6619,K4AA54_spike_in__005_from_pool_CRC_label_CRC_replicate_0,CRC,5.0,0.02592
6620,K4AA57_spike_in__005_from_ZMC068SR1_label_CRC_replicate_0,CRC,5.0,0.03489
6621,K2194_spike_in__005_from_ZMC063SR1_label_CRC_replicate_1,CRC,5.0,0.03987
6622,K4AJ25_spike_in__005_from_pool_CRC_label_CRC_replicate_1,CRC,5.0,0.02558
6623,K4AE20_spike_in__005_from_ZMC063SR1_label_CRC_replicate_1,CRC,5.0,0.03026
6624,K0AAAG38_spike_in__005_from_ZMC063SR1_label_CRC_replicate_0,CRC,5.0,0.01919
6625,K1AA51R2_spike_in__005_from_ZMC061SR1_label_CRC_replicate_1,CRC,5.0,0.02886
6626,K2AA49_spike_in__005_from_ZMC063SR1_label_CRC_replicate_2,CRC,5.0,0.03796
6627,K0AR78_spike_in__005_from_ZMC068SR1_label_CRC_replicate_2,CRC,5.0,0.03823
6628,KZAP65_spike_in__005_from_ZMC068SR1_label_CRC_replicate_2,CRC,5.0,0.03111
6629,KHAC73_spike_in__005_from_ZMC063SR1_label_CRC_replicate_0,CRC,5.0,0.02471
6630,K4AD78_spike_in__005_from_pool_CRC_label_CRC_replicate_2,CRC,5.0,0.03729
6631,K1AA51R2_spike_in__005_from_ZNC06S_label_CRC_replicate_2,CRC,5.0,0.02933
6632,KAAW05_spike_in__005_from_ZMC068SR1_label_CRC_replicate_0,CRC,5.0,0.03223
6633,K4AJ12_spike_in__005_from_ZNC06S_label_CRC_replicate_1,CRC,5.0,0.02827
6634,KAAW05_spike_in__005_from_ZMC068SR1_label_CRC_replicate_2,CRC,5.0,0.03434
6635,K2194_spike_in__005_from_ZMC068SR1_label_CRC_replicate_0,CRC,5.0,0.03671
6636,K0AR40_spike_in__005_from_ZMC063SR1_label_CRC_replicate_1,CRC,5.0,0.02054
6637,K4AB26_spike_in__005_from_ZMC063SR1_label_CRC_replicate_0,CRC,5.0,0.02843
6638,KZBC37_spike_in__005_from_ZMC063SR1_label_CRC_replicate_1,CRC,5.0,0.02873
6639,KABK18_spike_in__005_from_pool_CRC_label_CRC_replicate_0,CRC,5.0,0.03958
6640,KZBD24_spike_in__005_from_pool_CRC_label_CRC_replicate_1,CRC,5.0,0.033
6641,K0AAAI18_spike_in__005_from_ZMC061SR1_label_CRC_replicate_2,CRC,5.0,0.03738
6642,KABZ63_spike_in__005_from_ZMC061SR1_label_CRC_replicate_1,CRC,5.0,0.04085
6643,K0259_spike_in__005_from_ZMG069SR1_label_Gastric_replicate_2,Gastric,5.0,0.02447
6644,K0947_spike_in__005_from_ZMG066S_label_Gastric_replicate_2,Gastric,5.0,0.01504
6645,K0925_spike_in__005_from_ZMG069SR1_label_Gastric_replicate_2,Gastric,5.0,0.03053
6646,K0677_spike_in__005_from_ZMG066S_label_Gastric_replicate_1,Gastric,5.0,0.03285
6647,K0793_spike_in__005_from_ZMG066S_label_Gastric_replicate_1,Gastric,5.0,0.0272
6648,K0833_spike_in__005_from_ZMG069SR1_label_Gastric_replicate_0,Gastric,5.0,0.03912
6649,K0599_spike_in__005_from_ZMG069SR1_label_Gastric_replicate_1,Gastric,5.0,0.02484
6650,K0285_spike_in__005_from_ZMG052SR1_label_Gastric_replicate_2,Gastric,5.0,0.02516
6651,K0115_spike_in__005_from_ZMG052SR1_label_Gastric_replicate_1,Gastric,5.0,0.03008
6652,K0933_spike_in__005_from_ZMG053S_label_Gastric_replicate_0,Gastric,5.0,0.02632
6653,K0794_spike_in__005_from_ZMG053S_label_Gastric_replicate_0,Gastric,5.0,0.02361
6654,K0881_spike_in__005_from_ZMG052SR1_label_Gastric_replicate_0,Gastric,5.0,0.02941
6655,K0853_spike_in__005_from_ZMG066S_label_Gastric_replicate_1,Gastric,5.0,0.03081
6656,K0456_spike_in__005_from_ZMG053S_label_Gastric_replicate_0,Gastric,5.0,0.02822
6657,K0427_spike_in__005_from_ZMG069SR1_label_Gastric_replicate_0,Gastric,5.0,0.02797
6658,K0933_spike_in__005_from_pool_Gastric_label_Gastric_replicate_1,Gastric,5.0,0.02834
6659,K0756_spike_in__005_from_pool_Gastric_label_Gastric_replicate_1,Gastric,5.0,0.02833
6660,K0840_spike_in__005_from_pool_Gastric_label_Gastric_replicate_1,Gastric,5.0,0.03763
6661,K0925_spike_in__005_from_pool_Gastric_label_Gastric_replicate_2,Gastric,5.0,0.01757
6662,K0164_spike_in__005_from_ZMG069SR1_label_Gastric_replicate_2,Gastric,5.0,0.02489
6663,K0838_spike_in__005_from_pool_Gastric_label_Gastric_replicate_1,Gastric,5.0,0.03211
6664,K0770_spike_in__005_from_ZMG069SR1_label_Gastric_replicate_1,Gastric,5.0,0.03352
6665,K0285_spike_in__005_from_ZMG066S_label_Gastric_replicate_1,Gastric,5.0,0.03035
6666,K0456_spike_in__005_from_ZMG069SR1_label_Gastric_replicate_2,Gastric,5.0,0.03238
6667,K0953_spike_in__005_from_pool_Gastric_label_Gastric_replicate_1,Gastric,5.0,0.03026
6668,K0840_spike_in__005_from_ZMG052SR1_label_Gastric_replicate_2,Gastric,5.0,0.03938
6669,K0756_spike_in__005_from_ZMG052SR1_label_Gastric_replicate_2,Gastric,5.0,0.02812
6670,K0770_spike_in__005_from_ZMG053S_label_Gastric_replicate_1,Gastric,5.0,0.03122
6671,K0446_spike_in__005_from_ZMG066S_label_Gastric_replicate_2,Gastric,5.0,0.02216
6672,K0446_spike_in__005_from_ZMG069SR1_label_Gastric_replicate_1,Gastric,5.0,0.0187
6673,K0435_spike_in__005_from_pool_Gastric_label_Gastric_replicate_1,Gastric,5.0,0.02159
6674,K0953_spike_in__005_from_ZMG053S_label_Gastric_replicate_2,Gastric,5.0,0.02894
6675,K0704_spike_in__005_from_ZMG066S_label_Gastric_replicate_0,Gastric,5.0,0.02724
6676,K0491_spike_in__005_from_pool_Gastric_label_Gastric_replicate_1,Gastric,5.0,0.02625
6677,K0285_spike_in__005_from_pool_Gastric_label_Gastric_replicate_1,Gastric,5.0,0.02804
6678,K0704_spike_in__005_from_ZMG053S_label_Gastric_replicate_0,Gastric,5.0,0.02635
6679,K0794_spike_in__005_from_ZMG066S_label_Gastric_replicate_2,Gastric,5.0,0.02462
6680,K0408_spike_in__005_from_ZMG052SR1_label_Gastric_replicate_0,Gastric,5.0,0.02273
6681,K0642_spike_in__005_from_ZMG066S_label_Gastric_replicate_2,Gastric,5.0,0.02282
6682,K0925_spike_in__005_from_ZMG053S_label_Gastric_replicate_0,Gastric,5.0,0.01816
6683,K0194R1_spike_in__005_from_ZMG052SR1_label_Gastric_replicate_2,Gastric,5.0,0.04747
6684,K0853_spike_in__005_from_ZMG066S_label_Gastric_replicate_2,Gastric,5.0,0.02925
6685,K0516_spike_in__005_from_ZMG053S_label_Gastric_replicate_0,Gastric,5.0,0.01923
6686,K0259_spike_in__005_from_ZMG052SR1_label_Gastric_replicate_0,Gastric,5.0,0.02683
6687,K0793_spike_in__005_from_ZMG053S_label_Gastric_replicate_2,Gastric,5.0,0.0275
6688,K0717_spike_in__005_from_ZMG069SR1_label_Gastric_replicate_1,Gastric,5.0,0.02349
6689,K0794_spike_in__005_from_ZMG069SR1_label_Gastric_replicate_2,Gastric,5.0,0.03063
6690,K0793_spike_in__005_from_pool_Gastric_label_Gastric_replicate_2,Gastric,5.0,0.0278
6691,K0702_spike_in__005_from_ZMG066S_label_Gastric_replicate_2,Gastric,5.0,0.02368
6692,K0197_spike_in__005_from_ZMG066S_label_Gastric_replicate_2,Gastric,5.0,0.02724
6693,K0384_spike_in__005_from_ZMG053S_label_Gastric_replicate_0,Gastric,5.0,0.03104
6694,K0408_spike_in__005_from_ZMG053S_label_Gastric_replicate_0,Gastric,5.0,0.02246
6695,K0194R1_spike_in__005_from_ZMG052SR1_label_Gastric_replicate_1,Gastric,5.0,0.04748
6696,K0482_spike_in__005_from_ZMG053S_label_Gastric_replicate_1,Gastric,5.0,0.0236
6697,K0702_spike_in__005_from_ZMG053S_label_Gastric_replicate_0,Gastric,5.0,0.02107
6698,K0164_spike_in__005_from_ZMG053S_label_Gastric_replicate_1,Gastric,5.0,0.02292
6699,K0446_spike_in__005_from_ZMG053S_label_Gastric_replicate_1,Gastric,5.0,0.01918
6700,K0677_spike_in__005_from_ZMG053S_label_Gastric_replicate_1,Gastric,5.0,0.04365
6701,K0186_spike_in__005_from_ZMG069SR1_label_Gastric_replicate_0,Gastric,5.0,0.02031
6702,K0925_spike_in__005_from_ZMG052SR1_label_Gastric_replicate_2,Gastric,5.0,0.02478
6703,K0825_spike_in__005_from_ZMG052SR1_label_Gastric_replicate_1,Gastric,5.0,0.03708
6704,K0406_spike_in__005_from_ZMG069SR1_label_Gastric_replicate_1,Gastric,5.0,0.02529
6705,K0491_spike_in__005_from_ZMG052SR1_label_Gastric_replicate_1,Gastric,5.0,0.02529
6706,K0756_spike_in__005_from_ZMG069SR1_label_Gastric_replicate_0,Gastric,5.0,0.02999
6707,K0516_spike_in__005_from_ZMG066S_label_Gastric_replicate_0,Gastric,5.0,0.02049
6708,K0491_spike_in__005_from_ZMG069SR1_label_Gastric_replicate_2,Gastric,5.0,0.02579
6709,K0259_spike_in__005_from_ZMG066S_label_Gastric_replicate_1,Gastric,5.0,0.02678
6710,K0461_spike_in__005_from_pool_Gastric_label_Gastric_replicate_1,Gastric,5.0,0.0299
6711,K0947_spike_in__005_from_ZMG066S_label_Gastric_replicate_0,Gastric,5.0,0.01446
6712,K0173_spike_in__005_from_ZMG052SR1_label_Gastric_replicate_1,Gastric,5.0,0.02674
6713,K0516_spike_in__005_from_ZMG053S_label_Gastric_replicate_1,Gastric,5.0,0.01955
6714,K0435_spike_in__005_from_ZMG053S_label_Gastric_replicate_2,Gastric,5.0,0.02203
6715,K0430_spike_in__005_from_ZMG053S_label_Gastric_replicate_0,Gastric,5.0,0.01775
6716,K0430_spike_in__005_from_ZMG069SR1_label_Gastric_replicate_2,Gastric,5.0,0.0218
6717,K0933_spike_in__005_from_ZMG066S_label_Gastric_replicate_2,Gastric,5.0,0.02738
6718,K0923_spike_in__005_from_ZMG052SR1_label_Gastric_replicate_2,Gastric,5.0,0.03234
6719,K0408_spike_in__005_from_pool_Gastric_label_Gastric_replicate_0,Gastric,5.0,0.02389
6720,K0427_spike_in__005_from_ZMG052SR1_label_Gastric_replicate_1,Gastric,5.0,0.01017
6721,K0665_spike_in__005_from_ZMG069SR1_label_Gastric_replicate_0,Gastric,5.0,0.03011
6722,K0923_spike_in__005_from_pool_Gastric_label_Gastric_replicate_1,Gastric,5.0,0.02632
6723,K0805_spike_in__005_from_pool_Gastric_label_Gastric_replicate_0,Gastric,5.0,0.02324
6724,K0259_spike_in__005_from_ZMG052SR1_label_Gastric_replicate_2,Gastric,5.0,0.02465
6725,K0406_spike_in__005_from_ZMG069SR1_label_Gastric_replicate_0,Gastric,5.0,0.02971
6726,K0717_spike_in__005_from_ZMG053S_label_Gastric_replicate_0,Gastric,5.0,0.02372
6727,K0665_spike_in__005_from_ZMG052SR1_label_Gastric_replicate_0,Gastric,5.0,0.03001
6728,K0436_spike_in__005_from_ZMG053S_label_Gastric_replicate_2,Gastric,5.0,0.0195
6729,K0665_spike_in__005_from_pool_Gastric_label_Gastric_replicate_2,Gastric,5.0,0.0314
6730,K0406_spike_in__005_from_ZMG053S_label_Gastric_replicate_0,Gastric,5.0,0.02647
6731,K0461_spike_in__005_from_ZMG053S_label_Gastric_replicate_2,Gastric,5.0,0.034
6732,K0947_spike_in__005_from_ZMG069SR1_label_Gastric_replicate_0,Gastric,5.0,0.02073
6733,K0923_spike_in__005_from_ZMG052SR1_label_Gastric_replicate_0,Gastric,5.0,0.03055
6734,K0173_spike_in__005_from_ZMG052SR1_label_Gastric_replicate_0,Gastric,5.0,0.02748
6735,K0925_spike_in__005_from_ZMG066S_label_Gastric_replicate_2,Gastric,5.0,0.02707
6736,K0833_spike_in__005_from_pool_Gastric_label_Gastric_replicate_0,Gastric,5.0,0.02917
6737,K0164_spike_in__005_from_ZMG069SR1_label_Gastric_replicate_1,Gastric,5.0,0.02815
6738,K0432_spike_in__005_from_ZMG053S_label_Gastric_replicate_1,Gastric,5.0,0.01786
6739,K0186_spike_in__005_from_ZMG066S_label_Gastric_replicate_0,Gastric,5.0,0.01965
6740,K0569_spike_in__005_from_ZMG052SR1_label_Gastric_replicate_0,Gastric,5.0,0.03232
6741,K0194R1_spike_in__005_from_ZMG053S_label_Gastric_replicate_1,Gastric,5.0,0.04757
6742,K0197_spike_in__005_from_pool_Gastric_label_Gastric_replicate_0,Gastric,5.0,0.04034
6743,K2379_spike_in__005_from_ZMH049S_label_Liver_replicate_1,Liver,5.0,0.03417
6744,KACG04_spike_in__005_from_pool_Liver_label_Liver_replicate_1,Liver,5.0,0.03914
6745,K1572_spike_in__005_from_ZMH061S_label_Liver_replicate_0,Liver,5.0,0.03243
6746,K4AA46_spike_in__005_from_pool_Liver_label_Liver_replicate_1,Liver,5.0,0.02933
6747,K4AE23_spike_in__005_from_ZMH049S_label_Liver_replicate_1,Liver,5.0,0.03064
6748,K0531_spike_in__005_from_ZMH059S_label_Liver_replicate_1,Liver,5.0,0.02844
6749,K4AE23_spike_in__005_from_pool_Liver_label_Liver_replicate_0,Liver,5.0,0.02824
6750,K2001_spike_in__005_from_ZMH061S_label_Liver_replicate_2,Liver,5.0,0.04202
6751,KHAB37_spike_in__005_from_ZMH057S_label_Liver_replicate_1,Liver,5.0,0.02228
6752,KABX53_spike_in__005_from_ZMH059S_label_Liver_replicate_1,Liver,5.0,0.06262
6753,KZAB60_spike_in__005_from_pool_Liver_label_Liver_replicate_2,Liver,5.0,0.03046
6754,K0AAAK35_spike_in__005_from_ZMH059S_label_Liver_replicate_0,Liver,5.0,0.02734
6755,K2AB71_spike_in__005_from_ZMH059S_label_Liver_replicate_0,Liver,5.0,0.02449
6756,K0AP80_spike_in__005_from_ZMH059S_label_Liver_replicate_1,Liver,5.0,0.02208
6757,K0AJ94_spike_in__005_from_pool_Liver_label_Liver_replicate_1,Liver,5.0,0.03016
6758,K0698_spike_in__005_from_ZMH057S_label_Liver_replicate_1,Liver,5.0,0.04185
6759,K0AAAG03_spike_in__005_from_ZMH049S_label_Liver_replicate_2,Liver,5.0,0.02947
6760,KABY19R1_spike_in__005_from_pool_Liver_label_Liver_replicate_2,Liver,5.0,0.03794
6761,K0106_spike_in__005_from_ZMH061S_label_Liver_replicate_0,Liver,5.0,0.03653
6762,K4AF03_spike_in__005_from_ZMH057S_label_Liver_replicate_0,Liver,5.0,0.01813
6763,K2AB71_spike_in__005_from_ZMH061S_label_Liver_replicate_2,Liver,5.0,0.03705
6764,K4AA54_spike_in__005_from_pool_Liver_label_Liver_replicate_1,Liver,5.0,0.04025
6765,K2379_spike_in__005_from_ZMH061S_label_Liver_replicate_0,Liver,5.0,0.03779
6766,K4AF63_spike_in__005_from_pool_Liver_label_Liver_replicate_1,Liver,5.0,0.03841
6767,K1455_spike_in__005_from_ZMH059S_label_Liver_replicate_0,Liver,5.0,0.02446
6768,K4AE23_spike_in__005_from_ZMH059S_label_Liver_replicate_1,Liver,5.0,0.01584
6769,LBMB131_spike_in__005_from_pool_Liver_label_Liver_replicate_0,Liver,5.0,0.03802
6770,KABY19R1_spike_in__005_from_ZMH057S_label_Liver_replicate_0,Liver,5.0,0.0302
6771,K2AB71_spike_in__005_from_ZMH049S_label_Liver_replicate_0,Liver,5.0,0.03082
6772,K0923_spike_in__005_from_ZMH049S_label_Liver_replicate_1,Liver,5.0,0.03769
6773,K1016_spike_in__005_from_ZMH059S_label_Liver_replicate_1,Liver,5.0,0.03635
6774,K0AG44_spike_in__005_from_pool_Liver_label_Liver_replicate_1,Liver,5.0,0.03081
6775,KABC54_spike_in__005_from_ZMH059S_label_Liver_replicate_2,Liver,5.0,0.03698
6776,K1455_spike_in__005_from_pool_Liver_label_Liver_replicate_2,Liver,5.0,0.02877
6777,K4AF03_spike_in__005_from_ZMH049S_label_Liver_replicate_0,Liver,5.0,0.02375
6778,LBMB054_spike_in__005_from_ZMH049S_label_Liver_replicate_2,Liver,5.0,0.03578
6779,KAAH46_spike_in__005_from_ZMH057S_label_Liver_replicate_1,Liver,5.0,0.03445
6780,K0531_spike_in__005_from_ZMH057S_label_Liver_replicate_0,Liver,5.0,0.02079
6781,K2AC63_spike_in__005_from_ZMH061S_label_Liver_replicate_1,Liver,5.0,0.03813
6782,K2AD73_spike_in__005_from_ZMH049S_label_Liver_replicate_1,Liver,5.0,0.02449
6783,KZAB60_spike_in__005_from_ZMH059S_label_Liver_replicate_1,Liver,5.0,0.02485
6784,KAAJ48_spike_in__005_from_ZMH057S_label_Liver_replicate_1,Liver,5.0,0.01664
6785,LBMB113_spike_in__005_from_ZMH059S_label_Liver_replicate_1,Liver,5.0,0.02866
6786,K2AB71_spike_in__005_from_ZMH057S_label_Liver_replicate_2,Liver,5.0,0.01686
6787,K1455_spike_in__005_from_ZMH049S_label_Liver_replicate_2,Liver,5.0,0.02901
6788,KABX53_spike_in__005_from_pool_Liver_label_Liver_replicate_2,Liver,5.0,0.0591
6789,LBGS087R2_spike_in__005_from_ZMH049S_label_Liver_replicate_1,Liver,5.0,0.03636
6790,K1526_spike_in__005_from_ZMH059S_label_Liver_replicate_2,Liver,5.0,0.03119
6791,LBMB131_spike_in__005_from_ZMH061S_label_Liver_replicate_1,Liver,5.0,0.03934
6792,K0BAAA40_spike_in__005_from_ZMH061S_label_Liver_replicate_0,Liver,5.0,0.03251
6793,K0BAAA40_spike_in__005_from_ZMH059S_label_Liver_replicate_0,Liver,5.0,0.01945
6794,K4AA54_spike_in__005_from_ZMH059S_label_Liver_replicate_1,Liver,5.0,0.02035
6795,LBMB113_spike_in__005_from_ZMH061S_label_Liver_replicate_2,Liver,5.0,0.04319
6796,K0AP74_spike_in__005_from_pool_Liver_label_Liver_replicate_0,Liver,5.0,0.03146
6797,K0DAAA20_spike_in__005_from_ZMH059S_label_Liver_replicate_1,Liver,5.0,0.02391
6798,K0698_spike_in__005_from_ZMH061S_label_Liver_replicate_1,Liver,5.0,0.03978
6799,KAAJ48_spike_in__005_from_ZMH061S_label_Liver_replicate_2,Liver,5.0,0.02998
6800,KABC54_spike_in__005_from_ZMH057S_label_Liver_replicate_0,Liver,5.0,0.03731
6801,KACC94R1_spike_in__005_from_ZMH059S_label_Liver_replicate_1,Liver,5.0,0.03344
6802,KAAC28_spike_in__005_from_pool_Liver_label_Liver_replicate_2,Liver,5.0,0.03051
6803,K0106_spike_in__005_from_ZMH049S_label_Liver_replicate_0,Liver,5.0,0.03564
6804,K0AP80_spike_in__005_from_ZMH057S_label_Liver_replicate_1,Liver,5.0,0.0237
6805,KZAB60_spike_in__005_from_ZMH049S_label_Liver_replicate_1,Liver,5.0,0.03037
6806,K0DAAA20_spike_in__005_from_pool_Liver_label_Liver_replicate_2,Liver,5.0,0.03007
6807,K0AT09_spike_in__005_from_ZMH049S_label_Liver_replicate_2,Liver,5.0,0.03295
6808,K1526_spike_in__005_from_pool_Liver_label_Liver_replicate_1,Liver,5.0,0.03518
6809,K1526_spike_in__005_from_ZMH061S_label_Liver_replicate_0,Liver,5.0,0.03996
6810,K1399_spike_in__005_from_pool_Liver_label_Liver_replicate_0,Liver,5.0,0.0334
6811,K0925_spike_in__005_from_ZMH059S_label_Liver_replicate_1,Liver,5.0,0.02902
6812,K0AJ94_spike_in__005_from_ZMH049S_label_Liver_replicate_2,Liver,5.0,0.03093
6813,K2AA15_spike_in__005_from_ZMH061S_label_Liver_replicate_1,Liver,5.0,0.04581
6814,K0AAAG04_spike_in__005_from_ZMH061S_label_Liver_replicate_1,Liver,5.0,0.03328
6815,K2AB71_spike_in__005_from_pool_Liver_label_Liver_replicate_2,Liver,5.0,0.02894
6816,K4AF63_spike_in__005_from_pool_Liver_label_Liver_replicate_0,Liver,5.0,0.03795
6817,K0AT09_spike_in__005_from_pool_Liver_label_Liver_replicate_2,Liver,5.0,0.03339
6818,KAAC28_spike_in__005_from_ZMH061S_label_Liver_replicate_0,Liver,5.0,0.03978
6819,KABE11_spike_in__005_from_pool_Liver_label_Liver_replicate_1,Liver,5.0,0.1053
6820,K0AG44_spike_in__005_from_ZMH061S_label_Liver_replicate_0,Liver,5.0,0.04157
6821,LBGS087R2_spike_in__005_from_ZMH049S_label_Liver_replicate_0,Liver,5.0,0.03667
6822,K0AP74_spike_in__005_from_ZMH061S_label_Liver_replicate_0,Liver,5.0,0.03486
6823,K0106_spike_in__005_from_ZMH061S_label_Liver_replicate_2,Liver,5.0,0.03761
6824,K2379_spike_in__005_from_ZMH061S_label_Liver_replicate_2,Liver,5.0,0.03696
6825,K0AG44_spike_in__005_from_ZMH061S_label_Liver_replicate_1,Liver,5.0,0.04063
6826,K0446_spike_in__005_from_ZMH059S_label_Liver_replicate_0,Liver,5.0,0.01852
6827,KABE11_spike_in__005_from_ZMH049S_label_Liver_replicate_2,Liver,5.0,0.1381
6828,K0BAAA40_spike_in__005_from_ZMH057S_label_Liver_replicate_2,Liver,5.0,0.02664
6829,K2AA15_spike_in__005_from_ZMH061S_label_Liver_replicate_0,Liver,5.0,0.05132
6830,K0AJ94_spike_in__005_from_ZMH049S_label_Liver_replicate_0,Liver,5.0,0.03041
6831,LBMB054_spike_in__005_from_pool_Liver_label_Liver_replicate_0,Liver,5.0,0.03501
6832,KABX53_spike_in__005_from_ZMH049S_label_Liver_replicate_1,Liver,5.0,0.05019
6833,K0531_spike_in__005_from_ZMH049S_label_Liver_replicate_2,Liver,5.0,0.03782
6834,KAAA64_spike_in__005_from_pool_Liver_label_Liver_replicate_2,Liver,5.0,0.03151
6835,K0DAAA20_spike_in__005_from_ZMH049S_label_Liver_replicate_1,Liver,5.0,0.03132
6836,K4AF83_spike_in__005_from_ZMH059S_label_Liver_replicate_2,Liver,5.0,0.02388
6837,KABX53_spike_in__005_from_ZMH057S_label_Liver_replicate_0,Liver,5.0,0.05617
6838,K1455_spike_in__005_from_ZMH057S_label_Liver_replicate_0,Liver,5.0,0.0192
6839,K4AA54_spike_in__005_from_ZMH061S_label_Liver_replicate_2,Liver,5.0,0.03606
6840,K4AG50_spike_in__005_from_pool_Lung_label_Lung_replicate_1,Lung,5.0,0.02722
6841,K4AD32_spike_in__005_from_pool_Lung_label_Lung_replicate_2,Lung,5.0,0.01668
6842,K2540_spike_in__005_from_ZNL17S_label_Lung_replicate_0,Lung,5.0,0.02443
6843,K2AD80_spike_in__005_from_pool_Lung_label_Lung_replicate_1,Lung,5.0,0.02457
6844,K0AR20_spike_in__005_from_ZNL10S_label_Lung_replicate_2,Lung,5.0,0.04137
6845,K1572_spike_in__005_from_ZNL10S_label_Lung_replicate_1,Lung,5.0,0.0424
6846,K4AC60_spike_in__005_from_ZNL10S_label_Lung_replicate_2,Lung,5.0,0.05194
6847,K0AR72_spike_in__005_from_ZNL10S_label_Lung_replicate_2,Lung,5.0,0.04145
6848,KABP41_spike_in__005_from_ZNL17S_label_Lung_replicate_2,Lung,5.0,0.04015
6849,K4AD41_spike_in__005_from_ZNL10S_label_Lung_replicate_1,Lung,5.0,0.0589
6850,K0AAAD61_spike_in__005_from_ZNL10S_label_Lung_replicate_1,Lung,5.0,0.04721
6851,KAAA64_spike_in__005_from_ZNL10S_label_Lung_replicate_0,Lung,5.0,0.06077
6852,K4AC60_spike_in__005_from_ZNL11S_label_Lung_replicate_0,Lung,5.0,0.03347
6853,K4AA93_spike_in__005_from_ZNL10S_label_Lung_replicate_1,Lung,5.0,0.0533
6854,K4AD32_spike_in__005_from_ZNL13S_label_Lung_replicate_1,Lung,5.0,0.02523
6855,K0AQ72_spike_in__005_from_ZNL17S_label_Lung_replicate_1,Lung,5.0,0.01418
6856,K0115_spike_in__005_from_ZNL11S_label_Lung_replicate_0,Lung,5.0,0.03476
6857,K0AJ31_spike_in__005_from_ZNL17S_label_Lung_replicate_0,Lung,5.0,0.0164
6858,K4AG50_spike_in__005_from_ZNL11S_label_Lung_replicate_2,Lung,5.0,0.03116
6859,K4AE37_spike_in__005_from_ZNL10S_label_Lung_replicate_2,Lung,5.0,0.06807
6860,K2540_spike_in__005_from_ZNL11S_label_Lung_replicate_0,Lung,5.0,0.03134
6861,K2AB44_spike_in__005_from_ZNL11S_label_Lung_replicate_1,Lung,5.0,0.03083
6862,KABP41_spike_in__005_from_ZNL11S_label_Lung_replicate_2,Lung,5.0,0.059
